zid,name,tags,website,physical_address,phone,opening_hours,country_code,longitude,latitude,gisprecision,correctly_placed,created_at,updated_at,updated_by,facebook_page,categories
1012418,Karori West Normal School,"State Co-Ed Primary, Intermediate School",http://www.kwns.school.nz,"19 Allington Road, Karori, Wellington",0-4-476 6165,,NZ,174.722416,-41.289458,manual,1,2006-08-11T17:40:38Z,2010-07-30T12:13:02Z,lapimate,,ElementarySchool MiddleSchool
1012425,Karoro School,"State Co-Ed Primary, Intermediate School",,"Main South Road, Greymouth",03 768 5747,,NZ,171.186685,-42.4747,manual,1,2006-08-11T17:40:38Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool MiddleSchool
1012439,Katikati Primary School,State Co-Ed Primary School,,"Beach Road, Katikati",07 549 0105,,NZ,175.921175,-37.551757,manual,1,2006-08-11T17:40:38Z,2007-10-28T10:21:05Z,burgla,,ElementarySchool
1012446,Kaukapakapa School,"State Co-Ed Primary, Intermediate School",http://kaukapakapa.schoolweb.co.nz,"977 Kaipara Coast Highway, Kaukapakapa",09 420 5477,,NZ,174.494955,-36.61767,number,1,2006-08-11T17:40:38Z,2011-11-14T20:09:54Z,zenbu-cc,,ElementarySchool MiddleSchool
1012453,Kauri Park School,State Co-Ed Primary School,,"McGlashen Place, Birkdale, Auckland",(09) 483 6539,,NZ,174.698539,-36.805187,manual,1,2006-08-11T17:40:38Z,2013-04-12T14:57:09Z,zenbu,,ElementarySchool
1012460,Kaurihohore School,State Co-Ed Primary School,,"Apotu Road, Kamo,",09 435 0041,,NZ,174.293439,-35.646521,manual,0,2006-08-11T17:40:38Z,2007-10-11T01:10:39Z,burgla,,ElementarySchool
1012467,Kaurilands School,State Co-Ed Primary School,http://www.kaurilands.school.nz,"Atkinson Road, Titirangi, Auckland",09 817 5645,,NZ,174.654341,-36.927776,manual,1,2006-08-11T17:40:39Z,2007-12-19T22:38:48Z,jag,,ElementarySchool
1012481,Kawaha Point School,State Co-Ed Primary School,http://www.kawaha-point.school.nz,"Aquarius Drive, Kawaha Point, Rotorua",07 348 5864,,NZ,176.233234,-38.108881,manual,1,2006-08-11T17:40:39Z,2011-11-23T01:08:05Z,zenbu-cc,,ElementarySchool
1012488,Kawakawa Primary School,"State Co-Ed Primary, Intermediate School",http://www.kawakawaprimary.co.nz,"31-39 Albert Street, Kawakawa",09 404 0424,,NZ,174.066085,-35.383227,number,1,2006-08-11T17:40:39Z,2013-04-12T14:57:09Z,zenbu,,ElementarySchool MiddleSchool
1012495,Kawerau Central School,State Co-Ed Primary School,,"Bowen Street, Kawerau",07 323 1034,,NZ,176.706939,-38.089352,manual,1,2006-08-11T17:40:39Z,2008-06-02T15:42:52Z,burgla,,ElementarySchool
1012516,Kawerau North School,State Co-Ed Primary School,http://www.kns.co.nz,"Galway Street, Kawerau",07 323 8486,,NZ,176.70644,-38.083188,manual,1,2006-08-11T17:40:39Z,2013-04-12T14:52:14Z,zenbu,,ElementarySchool
1012523,Kawerau South School,State Co-Ed Primary School,http://www.kawerausouth.school.nz,"175-187 Onslow Street, Kawerau",07 323 8326,,NZ,176.70146,-38.096404,number,1,2006-08-11T17:40:39Z,2013-04-12T14:55:21Z,zenbu,,ElementarySchool
1012537,Kawhia School,"State Co-Ed Primary, Intermediate School",http://www.kawhia.school.nz,"318 Rosamond Terrace, Kawhia, Otorohanga",07 871 0725,,NZ,174.820083,-38.062017,number,1,2006-08-11T17:40:40Z,2011-12-04T11:57:16Z,zenbu-cc,,ElementarySchool MiddleSchool
1012558,Keith Street School,State Co-Ed Primary School,,"Cnr Liverpool & Keith Streets, Wanganui",06 349 1111,,NZ,175.046035,-39.92231,manual,1,2006-08-11T17:40:40Z,2013-04-12T14:50:23Z,zenbu,,ElementarySchool
1012565,Kelburn Normal School,"State Co-Ed Primary, Intermediate School",http://www.kelburnnormal.school.nz/,"Kowhai Road, Kelburn, Wellington",04 475 9351,,NZ,174.76208,-41.287139,manual,1,2006-08-11T17:40:40Z,2013-04-12T14:49:56Z,zenbu,,ElementarySchool MiddleSchool
1012572,Kelson School,State Co-Ed Primary School,http://kelson.ultranet.school.nz,"52 Taieri Crescent, Kelson, Lower Hutt",04 565 0450,,NZ,174.932674,-41.180749,number,1,2006-08-11T17:40:40Z,2013-04-12T15:06:38Z,zenbu,,ElementarySchool
1012607,Kelston School,State Co-Ed Primary School,http://www.kelstonprimary.school.nz,"5 Archibald Road, Kelston, Auckland",09 827 2187,,NZ,174.665211,-36.903422,number,1,2006-08-11T17:40:41Z,2011-11-11T09:55:06Z,zenbu-cc,,ElementarySchool
1012614,Kelvin Road School,State Co-Ed Primary School,http://www.krs.ac.nz,"74 Kelvin Road, Papakura, Auckland",09 298 8417,,NZ,174.95909,-37.063286,Address,1,2006-08-11T17:40:41Z,2013-04-12T15:09:10Z,zenbu,,ElementarySchool
1012621,Kenakena School,"State Co-Ed Primary, Intermediate School",http://www.kenakena.school.nz,"Donovan Road, Paraparaumu Beach",04 298 4011,,NZ,174.993389,-40.882663,manual,1,2006-08-11T17:40:41Z,2007-11-06T18:40:11Z,burgla,,ElementarySchool MiddleSchool
1012628,Kendal School,State Co-Ed Primary School,http://www.kendal.school.nz,"Kendal Avenue, Burnside, Christchurch",03 358 4783,,NZ,172.573902,-43.49797,manual,1,2006-08-11T17:40:41Z,2011-10-05T01:13:02Z,zenbu-cc,,ElementarySchool
1012635,Kereone School,State Co-Ed Primary School,http://www.kereone@xtra.co.nz,"779 Hutchinson Road, Kereone, Morrinsville",07 887 3719,,NZ,175.618354,-37.703385,manual,1,2006-08-11T17:40:41Z,2007-11-11T19:31:41Z,burgla,,ElementarySchool
1012642,Kerepehi School,"State Co-Ed Primary, Intermediate School",,"McGowan Avenue, Kerepehi, Hauraki Plains",07 867 6773,,NZ,175.541246,-37.297058,manual,1,2006-08-11T17:40:42Z,2013-04-12T14:48:36Z,zenbu,,ElementarySchool MiddleSchool
1012649,Kereru School,"State Co-Ed Primary, Intermediate School",,"2306 Kereru Road, Hastings",06 876 0923,,NZ,176.407415,-39.656317,number,1,2006-08-11T17:40:42Z,2011-11-11T09:55:06Z,zenbu-cc,,ElementarySchool MiddleSchool
1012663,Kerikeri Primary School,State Co-Ed Primary School,,"Hone Heke Road, Kerikeri",09 407 8414,,NZ,173.957836,-35.227011,manual,1,2006-08-11T17:40:42Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool
1012670,Khandallah School,State Co-Ed Primary School,http://www.khandallah.school.nz/,"20 Clark Street, Khandallah, Wellington",04 479 6685,,NZ,174.788736,-41.244053,Address,1,2006-08-11T17:40:42Z,2007-11-04T16:16:52Z,burgla,,ElementarySchool
1012677,Kihikihi School,State Co-Ed Primary School,,"Whitmore Street, Kihikihi",07 871 6152,,NZ,175.354747,-38.040554,manual,1,2006-08-11T17:40:42Z,2007-10-12T21:27:54Z,burgla,,ElementarySchool
1012684,Kilbirnie School,State Co-Ed Primary School,http://www.kilbirnie.school.nz,"72 Hamilton Road, Hataitai, Wellington",04 939 2311,,NZ,174.793912,-41.308437,number,1,2006-08-11T17:40:42Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool
1012691,Kimbolton School,"State Co-Ed Primary, Intermediate School",,"4 Flyger Street, Kimbolton",06 328 5880,,NZ,175.778223,-40.053306,Address,1,2006-08-11T17:40:42Z,2007-10-28T14:25:52Z,burgla,,ElementarySchool MiddleSchool
1012698,Kimi Ora Community School,"State Co-Ed Primary, Intermediate School",,"Boston Crescent, Flaxmere, Hastings",06 879 9633,,NZ,176.773559,-39.613276,street,0,2006-08-11T17:40:43Z,2007-01-17T15:29:00Z,zenbu,,ElementarySchool MiddleSchool
1012719,Kimihia School,"State Co-Ed Primary, Intermediate School",,"Tamihana Avenue, Huntly",07 828 7495,,NZ,175.170768,-37.543284,manual,1,2006-08-11T17:40:43Z,2013-04-12T15:09:10Z,zenbu,,ElementarySchool MiddleSchool
1012733,Kings Gate Primary School,"Private Co-Ed Primary, Intermediate School",http://www.kingsgate.school.nz,"53 Victoria Street, Pukekohe, Auckland",09 239 0297,,NZ,174.896946,-37.200056,number,1,2006-08-11T17:40:43Z,2011-11-28T00:09:53Z,zenbu-cc,,ElementarySchool
1012747,Kings School (Remuera),"Private Boys Primary, Intermediate School",http://www.kings.school.nz,"258 Remuera Road, Remuera, Auckland",09 520 7770,,NZ,174.792386,-36.87949,number,1,2006-08-11T17:40:43Z,2011-11-11T09:55:06Z,zenbu-cc,,ElementarySchool
1012754,Kingsford School,State Co-Ed Primary School,http://www.kingsford.school.nz,"54 Raglan Street, Mangere East, Auckland",09 275 9447,,NZ,174.827364,-36.973638,number,1,2006-08-11T17:40:43Z,2011-12-04T11:57:15Z,zenbu-cc,,ElementarySchool
1012768,Kingsway School,"State Integrated Co-Ed Primary, Intermediate, Secondary School",http://www.kingsway.school.nz,"100 Jelas Road, Orewa",09 427 0900,,NZ,174.684423,-36.606054,number,1,2006-08-11T17:40:44Z,2013-04-12T15:10:53Z,zenbu,,ElementarySchool MiddleSchool
1012775,Kinohaku School,"State Co-Ed Primary, Intermediate School",,"22 Kawhia Harbour Rd, Kinohaku",07 876 7550,,NZ,174.82169,-38.158435,number,1,2006-08-11T17:40:44Z,2011-11-11T09:55:06Z,zenbu-cc,,ElementarySchool MiddleSchool
1012782,Kio Kio School,"State Co-Ed Primary, Intermediate School",,"1701 Otorohanga Road, Kio Kio",(07) 873 1816,,NZ,175.2764,-38.161949,number,1,2006-08-11T17:40:44Z,2006-12-21T08:42:42Z,zenbu,,ElementarySchool MiddleSchool
1012789,Kirikau School,"State Co-Ed Primary, Intermediate School",,"Kirikau Valley Road, Kirikau, Taumarunui",07 895 6304,,NZ,175.121577,-39.011164,manual,1,2006-08-11T17:40:44Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool MiddleSchool
1012803,Kirwee Model School,State Co-Ed Primary School,http://www.kirweemodel.school.nz,"School Lane, Kirwee",03 318 1850,,NZ,172.21863,-43.49662,manual,1,2006-08-11T17:40:44Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool
1012810,Kiwitahi School,State Co-Ed Primary School,,"Chepmell Road, Kiwitahi, Morrinsville",07 887 4823,,NZ,175.583839,-37.740228,manual,0,2006-08-11T17:40:45Z,2013-04-12T14:55:07Z,zenbu,,ElementarySchool
1012817,Kiwitea School,"State Co-Ed Primary, Intermediate School",,"7 Perry Line, Manawatu",06 328 9744,,NZ,175.721332,-40.107654,Address,1,2006-08-11T17:40:45Z,2013-04-12T15:09:08Z,zenbu,,ElementarySchool MiddleSchool
1012824,Knapdale School,"State Co-Ed Primary, Intermediate School",,"Knapdale Road, Gore",03 208 9473,,NZ,168.918271,-46.008781,manual,1,2006-08-11T17:40:45Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool MiddleSchool
1012831,Knighton Normal School,State Co-Ed Primary School.,http://www.kns.ac.nz,"Knighton Road, Hamilton",07 856 5399,,NZ,175.309589,-37.793211,manual,1,2006-08-11T17:40:45Z,2013-04-12T14:50:39Z,zenbu,,ElementarySchool
1012838,Kohia Terrace School,"State Co-Ed Primary, Intermediate School",http://www.kts.school.nz,"3 Kohia Terrace, Epsom, Auckland",09 630 4525,,NZ,174.769252,-36.885259,number,1,2006-08-11T17:40:45Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool MiddleSchool
1012845,Kohimarama School,"State Co-Ed Primary, Intermediate School",http://www.kohi.school.nz,"112 Kohimarama Road, Kohimarama, Auckland",09 528 5306,,NZ,174.83696,-36.85467,number,1,2006-08-11T17:40:45Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool MiddleSchool
1012859,Kohukohu School,"State Co-Ed Primary, Intermediate School",http://kohukohu.school.nz/,"Beach Road, North Hokianga, Kohukohu",09 405 5877,,NZ,173.543671,-35.359954,manual,1,2006-08-11T17:40:45Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool MiddleSchool
1012866,Kokatahi-Kowhitirangi School,State Co-Ed Primary School,,"Upper Kokatahi Road, Westland",03 755 6375,,NZ,171.037602,-42.834271,manual,1,2006-08-11T17:40:45Z,2011-10-24T20:37:44Z,Kiwi_Moose,,ElementarySchool
1012873,Kokohuia School,"State Co-Ed Primary, Intermediate, Secondary School",,"36 Matipo Street, Castlecliff, Whanganui",06 344 6368,,NZ,175.00511,-39.942585,number,1,2006-08-11T17:40:46Z,2011-11-11T09:55:06Z,zenbu-cc,,School ElementarySchool MiddleSchool HighSchool
1012880,Kokopu School,"State Co-Ed Primary, Intermediate School",,"Kokopu Road, Whangarei",09 434 6765,,NZ,174.139459,-35.707279,manual,1,2006-08-11T17:40:46Z,2008-11-01T15:45:54Z,burgla,,ElementarySchool MiddleSchool
1012887,Konini Primary School (Wainuiomata),State Co-Ed Primary School,http://www.konini-primary.school.nz,"28 Konini Street, Wainuiomata, Lower Hutt",04 939 7725,,NZ,174.936028,-41.254922,number,1,2006-08-11T17:40:46Z,2013-04-12T15:09:08Z,zenbu,,ElementarySchool
1012894,Konini School,State Co-Ed Primary School,http://www.konini.school.nz/,"44 Withers Road, Titirangi, Waitakere, Auckland",09 818 5005,,NZ,174.642577,-36.926798,manual,1,2006-08-11T17:40:46Z,2009-11-07T11:06:30Z,zenbu,,ElementarySchool
1012901,Kopane School,"State Co-Ed Primary, Intermediate School",http://www.kopane.school.nz,"Rongotea Road, Manawatu",06 324 8717,,NZ,175.487484,-40.310024,manual,1,2006-08-11T17:40:46Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool MiddleSchool
1012908,Kopuarahi School,"State Co-Ed Primary, Intermediate School",http://www.kopuarahi.school.nz,"SH 25 & Bush Rd, Kopuarahi, Hauraki Plains.",07 867 5048,,NZ,175.50655,-37.21922,manual,1,2006-08-11T17:40:46Z,2008-04-13T21:07:45Z,zenbu,,ElementarySchool MiddleSchool
1012915,Koputaroa School,"State Co-Ed Primary, Intermediate School",http://www.koputaroa.school.nz,"399 Koputaroa Road, Horowhenua",06 368 7938,,NZ,175.33778,-40.57831,number,1,2006-08-11T17:40:46Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool MiddleSchool
1012922,Korakonui School,"State Co-Ed Primary, Intermediate School",http://www.korakonui.school.nz,"734 Wharepuhunga Road, Korakonui, Te Awamutu",07 872 2762,,NZ,175.409597,-38.144078,number,1,2006-08-11T17:40:46Z,2011-11-11T09:55:06Z,zenbu-cc,,ElementarySchool MiddleSchool
1012929,Koraunui School,State Co-Ed Primary School,,"17 Kairimu Street, Stokes Valley, Lower Hutt",04 939 9707,,NZ,174.983767,-41.180349,number,1,2006-08-11T17:40:47Z,2007-01-23T13:09:17Z,zenbu,,ElementarySchool
1012936,Korokoro School,"State Co-Ed Primary, Intermediate School",http://www.korokoro.school.nz,"79 Korokoro Road, Petone, Lower Hutt",04 569 1821,,NZ,174.867098,-41.216016,Address,1,2006-08-11T17:40:47Z,2013-04-12T15:05:49Z,zenbu,,ElementarySchool MiddleSchool
1012943,Koromatua School,"State Co-Ed Primary, Intermediate School.",http://www.koromatua.school.nz,"355 Koromatua Road, R D 10, Hamilton",07 847 9828,,NZ,175.207492,-37.831616,number,1,2006-08-11T17:40:47Z,2013-04-12T14:51:57Z,zenbu,,ElementarySchool MiddleSchool
1012950,Koromiko School,"State Co-Ed Primary, Intermediate School",,"State Highway 1, Koromiko",(03) 573 6968,,NZ,173.961082,-41.341819,manual,1,2006-08-11T17:40:47Z,2007-09-25T17:42:26Z,burgla,,ElementarySchool MiddleSchool
1012957,Koru School,"State Co-Ed Primary, Intermediate School",,"71 Robertson Road, Mangere, Auckland",09 275 9194,,NZ,174.804373,-36.958109,number,1,2006-08-11T17:40:47Z,2013-04-12T15:09:08Z,zenbu,,ElementarySchool MiddleSchool
1012964,Kotemaori School,"State Co-Ed Primary, Intermediate School",,"State Highway 2, Kotemaori, Wairoa",06 837 6880,,NZ,177.038467,-39.062796,suburb,0,2006-08-11T17:40:47Z,2006-11-20T15:28:04Z,zenbu,,ElementarySchool MiddleSchool
1012985,Kristin School,"Private Co-Ed Primary, Intermediate, Secondary School",http://www.kristin.school.nz,"360 Albany Highway, Albany, Auckland",09 415 9566,,NZ,174.692641,-36.74362,number,1,2006-08-11T17:40:48Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool
1012992,Kumara School,"State Co-Ed Primary, Intermediate School",http://www.minidata.co.nz/kumara,"Fifth Street, Kumara",03 736 9832,,NZ,171.187205,-42.635395,manual,1,2006-08-11T17:40:48Z,2013-04-12T14:51:51Z,zenbu,,ElementarySchool MiddleSchool
1012999,Kumeroa-Hopelands School,"State Co-Ed Primary, Intermediate School",,"Cnr Township & School Roads, Kumeroa, Tararua",06 376 4542,,NZ,175.989529,-40.33797,manual,1,2006-08-11T17:40:48Z,2007-10-27T18:57:55Z,burgla,,ElementarySchool MiddleSchool
1013013,Kuranui Primary School,State Co-Ed Primary School,http://www.kuranui.school.nz,"66 Waiomou Road, R D 2, Tirau",07 883 4866,,NZ,175.837753,-37.940396,number,1,2006-08-11T17:40:48Z,2011-11-11T09:55:06Z,zenbu-cc,,ElementarySchool
1013020,Kuratau School,"State Co-Ed Primary, Intermediate School",http://www.kuratau.school.nz,"State Highway 41, Kuratau Jcn, Turangi",07 386 5801,,NZ,175.673661,-38.881963,manual,1,2006-08-11T17:40:48Z,2007-12-27T18:47:11Z,burgla,,ElementarySchool MiddleSchool
1013027,Kutarere School,"State Co-Ed Primary, Intermediate School",,"461 State Highway 2, Kutarere, Opotiki",07 315 4874,,NZ,177.14744,-38.044262,Address,1,2006-08-11T17:40:48Z,2013-04-12T14:50:23Z,zenbu,,ElementarySchool MiddleSchool
1013034,Ladbrooks School,"State Co-Ed Primary, Intermediate School",http://www.ladbrooks.school.nz,"9 Barnes Road, Ladbrooks, Canterbury",03 329 6885,,NZ,172.531738,-43.618133,Address,1,2006-08-11T17:40:48Z,2013-04-12T14:57:10Z,zenbu,,ElementarySchool MiddleSchool
1013041,Laingholm School,State Co-Ed Primary School,http://www.laingholm.school.nz,"Victory Road, Laingholm, Auckland",09 817 8874,,NZ,174.627707,-36.962958,manual,1,2006-08-11T17:40:49Z,2007-09-13T01:48:48Z,turbo7,,ElementarySchool
1013048,Lake Brunner School,"State Co-Ed Primary, Intermediate School",http://www.lakebrunner.school.nz,"Ahau Street, Moana, Westland",03 738 0021,,NZ,171.480414,-42.575743,manual,1,2006-08-11T17:40:49Z,2007-11-10T20:16:41Z,burgla,,ElementarySchool MiddleSchool
1013055,Lake Rerewhakaaitu School,"State Co-Ed Primary, Intermediate School",,"9 Ash Pit Road, Rerewhakaaitu, Rotorua",07 366 6814,,NZ,176.494551,-38.317834,manual,1,2006-08-11T17:40:49Z,2013-04-12T14:49:16Z,zenbu,,ElementarySchool MiddleSchool
1013062,Lake Rotoiti School,"State Co-Ed Primary, Intermediate School",http://lakerotoiti.school.nz,"State Highway 63, Tasman",03 521 1830,,NZ,172.850937,-41.801271,manual,1,2006-08-11T17:40:49Z,2007-09-30T12:21:47Z,burgla,,ElementarySchool MiddleSchool
1013069,Lake Rotoma School,"State Co-Ed Primary, Intermediate School",http://www.lakerotoma.school.nz/,"Manawahe Road, Rotorua",(07) 362 0839,,NZ,176.545916,-38.042548,manual,1,2006-08-11T17:40:49Z,2013-09-12T19:02:54Z,lewatchorn,,ElementarySchool MiddleSchool
1013076,Lake Taupo Christian School,"State Integrated Co-Ed Primary, Intermediate, Secondary School",,"42-52 Kiddle Drive, Taupo",07 378 2383,,NZ,176.101227,-38.696967,number,1,2006-08-11T17:40:49Z,2013-04-12T15:09:35Z,zenbu,,ElementarySchool MiddleSchool
1013083,Lake Tekapo School,State Co-Ed Primary School,,"Aorangi Crescent, Lake Tekapo",03 680 6816,,NZ,170.47507,-44.00506,manual,1,2006-08-11T17:40:49Z,2007-11-07T23:31:52Z,garyt,,ElementarySchool
1013090,Lakeview School,"State Co-Ed Primary, Intermediate School",http://www.lakeview.school.nz,"Te Ore Ore Road, Masterton",06 377 1867,,NZ,175.670952,-40.945575,manual,1,2006-08-11T17:40:49Z,2013-04-12T14:51:10Z,zenbu,,ElementarySchool MiddleSchool
1013097,Lauriston School,State Co-Ed Primary School,,"Cnr Church St and Coleridge St, Lauriston, Ashburton",03 302 4799,,NZ,171.778944,-43.730902,manual,1,2006-08-11T17:40:50Z,2007-10-22T19:44:14Z,burgla,,ElementarySchool
1013104,Lawrence Area School,"State Co-Ed Primary, Intermediate, Secondary School",,"18 Harrington Street, Lawrence",03 485 9906,,NZ,169.689608,-45.920415,number,1,2006-08-11T17:40:50Z,2013-04-12T14:57:11Z,zenbu,,School ElementarySchool MiddleSchool HighSchool
1013111,Le Bons Bay School,"State Co-Ed Primary, Intermediate School",,"Le Bons Bay Road, Banks Peninsula",03 304 8523,,NZ,173.061603,-43.762071,manual,0,2006-08-11T17:40:50Z,2007-06-02T12:15:30Z,burgla,,ElementarySchool MiddleSchool
1013118,Leabank School,State Co-Ed Primary School,http://www.kiwischools.co.nz/welcome.php?schoolID=898,"7 Dr Pickering Avenue, Manurewa, Auckland",09 267 6939,,NZ,174.886911,-37.034266,Address,1,2006-08-11T17:40:50Z,2013-04-12T15:09:35Z,zenbu,,ElementarySchool
1013125,Leamington School,State Co-Ed Primary School,,"Lamb Street, Leamington, Cambridge",07 827 5747,,NZ,175.473955,-37.915865,manual,1,2006-08-11T17:40:50Z,2013-04-12T14:57:11Z,zenbu,,ElementarySchool
1013132,Lee Stream School,"State Co-Ed Primary, Intermediate School",http://www.leestream.school.nz/,"SH87,Lee Stream , Otago",03 489 1452,,NZ,170.097113,-45.782575,manual,1,2006-08-11T17:40:50Z,2007-10-05T00:01:53Z,burgla,,ElementarySchool MiddleSchool
1013139,Leeston School,State Co-Ed Primary School,,"Selwyn Street, Leeston",03 324 3493,,NZ,172.297854,-43.760998,manual,1,2006-08-11T17:40:50Z,2013-04-12T14:57:11Z,zenbu,,ElementarySchool
1013146,Leigh School,State Co-Ed Primary School,,"Hauraki Road, Leigh, Warkworth",09 422 6031,,NZ,174.80352,-36.291019,manual,1,2006-08-11T17:40:50Z,2013-04-12T14:56:14Z,zenbu,,ElementarySchool
1013153,Leithfield School,"State Co-Ed Primary, Intermediate School",,"Old Main North Road, Leithfield",03 314 8024,,NZ,172.740355,-43.197742,manual,1,2006-08-11T17:40:51Z,2013-04-12T15:09:08Z,zenbu,,ElementarySchool MiddleSchool
1013160,Lepperton School,State Co-Ed Primary School,http://www.lepperton.school.nz,"540 Richmond Road, Lepperton, Via New Plymouth",06 752 0707,,NZ,174.210236,-39.061923,number,1,2006-08-11T17:40:51Z,2006-09-01T11:53:36Z,zenbu,,ElementarySchool
1013167,Levin East School,State Co-Ed Primary School,,"90 Bartholomew Road, Levin",06 368 7494,,NZ,175.296494,-40.628495,Address,1,2006-08-11T17:40:51Z,2013-04-12T14:57:11Z,zenbu,,ElementarySchool
1013181,Levin North School,State Co-Ed Primary School,http://www.levinnorth.school.nz,"142-150 Weraroa Road, Levin",06 368 4436,,NZ,175.285889,-40.614453,manual,1,2006-08-11T17:40:51Z,2007-11-13T20:46:23Z,burgla,,ElementarySchool
1013188,Levin School,State Co-Ed Primary Bilingual School,http://www.levin.school.nz/,"67 Tiro Tiro Road, Levin",06 368 6562,,NZ,175.272713,-40.620169,number,1,2006-08-11T17:40:51Z,2013-04-12T14:57:11Z,zenbu,,ElementarySchool
1013195,Liberton Christian School,"State Integrated Co-Ed Primary, Intermediate School",http://www.libertonchristian.school.nz,"5 Hillary Street, Dunedin",03 473 7599,,NZ,170.513265,-45.847249,number,1,2006-08-11T17:40:51Z,2013-04-12T14:57:11Z,zenbu,,ElementarySchool MiddleSchool
1013202,Lichfield School,State Co-Ed Primary School,http://www.lichfield.school.nz,"Lichfield Road, Lichfield, Putaruru",07 883 6816,,NZ,175.811291,-38.106538,manual,1,2006-08-11T17:40:51Z,2013-04-12T15:09:08Z,zenbu,,ElementarySchool
1013209,Limehills School,"State Co-Ed Primary, Intermediate School",,"8 Derby Rd, Limehills, Southland",03 236 0772,,NZ,168.328124,-46.065461,Address,1,2006-08-11T17:40:52Z,2013-04-12T15:09:08Z,zenbu,,ElementarySchool MiddleSchool
1013216,Lincoln Heights School,"State Co-Ed Primary, Intermediate School",,"16 Keegan Drive, Massey, Auckland",09 833 7480,,NZ,174.619505,-36.845021,Address,1,2006-08-11T17:40:52Z,2007-11-14T21:31:39Z,burgla,,ElementarySchool MiddleSchool
1013230,Lincoln Primary School,"State Co-Ed Primary, Intermediate School",http://www.lincolnprimary.ac.nz,"North Belt, Lincoln",03 325 2571,,NZ,172.486875,-43.637318,manual,1,2006-08-11T17:40:52Z,2013-04-12T14:57:11Z,zenbu,,ElementarySchool MiddleSchool
1013237,Linden School,State Co-Ed Primary School,,"58 Ranui Terrace, Tawa, Wellington",04 232 5329,,NZ,174.834907,-41.159082,Address,1,2006-08-11T17:40:52Z,2013-04-12T14:57:11Z,zenbu,,ElementarySchool
1013251,Linkwater School,"State Co-Ed Primary, Intermediate School",http://www.linkwater.school.nz,"1357 Queen Charlotte Drive, Linkwater, Marlborough",03 574 2200,,NZ,173.880259,-41.289826,Address,1,2006-08-11T17:40:52Z,2007-10-13T20:50:11Z,burgla,,ElementarySchool MiddleSchool
1013258,Linton Camp School,"State Co-Ed Primary, Intermediate School",http://www.lintoncamp.school.nz/,"Puttick Road, Linton Camp",06 325 8740,,NZ,175.585463,-40.404907,street,0,2006-08-11T17:40:53Z,2013-04-12T14:57:11Z,zenbu,,ElementarySchool MiddleSchool
1013265,Linton Country School,State Co-Ed Primary School,http://www.lintoncountry.school.nz/,"77 Akers Road, Linton, Palmerston North",06 325 8871,,NZ,175.5513,-40.429409,number,1,2006-08-11T17:40:53Z,2013-04-12T14:57:11Z,zenbu,,ElementarySchool
1013272,Linwood Avenue School,State Co-Ed Primary School,http://www.linwoodave.school.nz,"260 Linwood Avenue, Linwood, Christchurch",03 389 9256,,NZ,172.674232,-43.534622,number,1,2006-08-11T17:40:53Z,2013-04-12T15:09:08Z,zenbu,,ElementarySchool
1013293,Linwood North School,State Co-Ed Primary School,http://www.linwoodnorth.school.nz,"221 Woodham Road, Linwood, Christchurch",03 389 8112,,NZ,172.675727,-43.52507,number,1,2006-08-11T17:40:53Z,2013-04-12T14:50:09Z,zenbu,,ElementarySchool
1013307,Little River School,"State Co-Ed Primary, Intermediate School",,"Western Valley Road, Little River",03 325 1004,,NZ,172.794889,-43.763803,manual,1,2006-08-11T17:40:53Z,2013-04-12T14:57:11Z,zenbu,,ElementarySchool MiddleSchool
1013314,Living Way Learning Centre,"Private Co-Ed Primary, Intermediate, Secondary School",,"15 Station Road, Wellsford",09 423 7727,,NZ,174.524605,-36.294158,number,1,2006-08-11T17:40:53Z,2013-04-12T14:57:11Z,zenbu,,ElementarySchool
1013321,Loburn School,"State Co-Ed Primary, Intermediate School",http://www.loburn.school.nz,"73 Hodgsons Road, Loburn, Rangiora",03 312 8828,,NZ,172.529807,-43.250028,number,1,2006-08-11T17:40:54Z,2013-04-12T14:57:11Z,zenbu,,ElementarySchool MiddleSchool
1013328,Lochiel School,"State Co-Ed Primary, Intermediate School",http://www.lochiel.school.nz,"Smith Road, Lochiel, Southland",03 221 7079,,NZ,168.33488,-46.205483,manual,1,2006-08-11T17:40:54Z,2007-10-24T20:08:10Z,burgla,,ElementarySchool MiddleSchool
1013349,Long Bay School,State Co-Ed Primary School,http://www.longbayprimary.ac.nz,"Ralph Eagles Place, Torbay, Auckland",09 473 6077,,NZ,174.735575,-36.691014,manual,1,2006-08-11T17:40:54Z,2007-12-22T09:12:02Z,Chairman,,ElementarySchool
